selection_status,category,document_type,section,title,date_iso,year,size_mb,estimated_store_mb,cumulative_pdf_mb,cumulative_store_estimated_mb,path,exists,file_url,post_url
excluded_quota,avis,avis,secteurs,"Travailler avec les pouvoirs publics pour une chaîne de valeur circulaire forte dans le secteur papetier, graphique et de l'édition",2017-03-14,2017,0.232,0.696,316.66,949.979,avis/2019-04-15-11-18-53_doc170329fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2019-04-15-11-18-53_doc170329fr.pdf,https://www.ccecrb.fgov.be/p/fr/374/travailler-avec-les-pouvoirs-publics-pour-une-chaine-de-valeur-circulaire-forte-dans-le-secteur-papetier-graphique-et-de-l-edition
excluded_quota,note-methodologique,Note méthodologique,conseil central de l’économie,Les subventions salariales dans le non-marchand,2017-03-01,2017,0.412,1.235,316.66,949.979,note-methodologique/2020-11-03-11-56-22_doc161545fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-03-11-56-22_doc161545fr.pdf,https://www.ccecrb.fgov.be/p/fr/372/les-subventions-salariales-dans-le-non-marchand
excluded_quota,avis,avis,conseil central de l’économie,La communication de la Commission européenne pour une orientation positive de la politique budgétaire de la zone euro,2017-02-22,2017,0.228,0.684,316.66,949.979,avis/doc17-440.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc17-440.pdf,https://www.ccecrb.fgov.be/p/fr/369/la-communication-de-la-commission-europeenne-pour-une-orientation-positive-de-la-politique-budgetaire-de-la-zone-euro
excluded_quota,avis,avis,secteurs,Des économistes de premier plan mettent en évidence le diagnostic des partenaires sociaux du secteur de la construction : il est urgent d’accroître et d’optimaliser les investissements publics pour remettre la Belgique sur les rails,2017-02-21,2017,0.241,0.724,316.66,949.979,avis/doc17-479.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc17-479.pdf,https://www.ccecrb.fgov.be/p/fr/370/des-economistes-de-premier-plan-mettent-en-evidence-le-diagnostic-des-partenaires-sociaux-du-secteur-de-la-construction-il-est-urgent-d-accroitre-et-d-optimaliser-les-investissements-publics-pour-remettre-la-belgique-sur-les-rails
excluded_quota,rapport,rapport,secteurs,Évolution économique dans l’industrie du textile et de l’habillement – Automne 2016,2017-02-14,2017,0.867,2.6,316.66,949.979,rapport/doc17-226.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc17-226.pdf,https://www.ccecrb.fgov.be/p/fr/368/evolution-economique-dans-l-industrie-du-textile-et-de-l-habillement-automne-2016
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Het gebruik van de economische vooruitzichten van het Federaal Planbureau voor het economisch beleid,2017-02-14,2017,0.336,1.007,316.66,949.979,note-documentaire/doc17-43.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc17-43.pdf,https://www.ccecrb.fgov.be/p/fr/367/het-gebruik-van-de-economische-vooruitzichten-van-het-federaal-planbureau-voor-het-economisch-beleid
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,La soutenabilité des finances publiques et les impacts économiques et sociaux des politiques budgétaires et structurelles,2017-01-27,2017,0.411,1.233,316.66,949.979,note-documentaire/doc17-47.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc17-47.pdf,https://www.ccecrb.fgov.be/p/fr/366/la-soutenabilite-des-finances-publiques-et-les-impacts-economiques-et-sociaux-des-politiques-budgetaires-et-structurelles
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Monitoring de l’Emploi en Belgique : Indicateurs de suivi pour le Rapport Emploi Compétitivité,2017-01-27,2017,0.33,0.991,316.66,949.979,note-documentaire/doc17-46.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc17-46.pdf,https://www.ccecrb.fgov.be/p/fr/371/monitoring-de-l-emploi-en-belgique-indicateurs-de-suivi-pour-le-rapport-emploi-competitivite
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,(Para)fiscalité 2016,2017-01-21,2017,1.308,3.923,316.66,949.979,note-documentaire/doc17-79.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc17-79.pdf,https://www.ccecrb.fgov.be/p/fr/400/-para-fiscalite-2016
excluded_quota,avis,avis,conseil central de l’économie,Propositions de la plateforme de discussion permanente concernant le secteur financier,2017-01-18,2017,0.41,1.229,316.66,949.979,avis/doc17-120.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc17-120.pdf,https://www.ccecrb.fgov.be/p/fr/363/propositions-de-la-plateforme-de-discussion-permanente-concernant-le-secteur-financier
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Analyse de la hausse de l’intensité en r&d en Belgique depuis 2005,2017-01-16,2017,0.842,2.525,316.66,949.979,note-documentaire/doc17-45.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc17-45.pdf,https://www.ccecrb.fgov.be/p/fr/362/analyse-de-la-hausse-de-l-intensite-en-r-d-en-belgique-depuis-2005
excluded_quota,rapport,rapport,conseil central de l’économie,Rapport Emploi Compétitivité 2016,2017-01-10,2017,0.385,1.155,316.66,949.979,rapport/2020-05-28-10-49-05_doc17155fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-05-28-10-49-05_doc17155fr.pdf,https://www.ccecrb.fgov.be/p/fr/365/rapport-emploi-competitivite-2016
excluded_quota,avis,avis,conseil central de l’économie,Rapport Emploi Compétitivité 2016 - Partie1,2017-01-10,2017,1.04,3.12,316.66,949.979,avis/doc17-80.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc17-80.pdf,https://www.ccecrb.fgov.be/p/fr/364/rapport-emploi-competitivite-2016-partie1
excluded_quota,avis,avis,conseil central de l’économie,Le prix des cartes train à partir du 1er février 2017,2016-12-20,2016,0.262,0.787,316.66,949.979,avis/doc16-2871.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-2871.pdf,https://www.ccecrb.fgov.be/p/fr/360/le-prix-des-cartes-train-a-partir-du-1er-fevrier-2017
excluded_quota,avis,avis,conseil central de l’économie,Avis concernant un projet d’arrêté royal modifiant l’entrée en vigueur de certaines dispositions de l’arrêté royal du 27 mai 2014 relatif à la mise sur le marché des substances manufacturées à l’état nanoparticulaire,2016-12-20,2016,0.234,0.703,316.66,949.979,avis/doc16-2806.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-2806.pdf,https://www.ccecrb.fgov.be/p/fr/361/avis-concernant-un-projet-d-arrete-royal-modifiant-l-entree-en-vigueur-de-certaines-dispositions-de-l-arrete-royal-du-27-mai-2014-relatif-a-la-mise-sur-le-marche-des-substances-manufacturees-a-l-etat-nanoparticulaire
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Interventions de l’employeur dans le coût des déplacements domicile-travail,2016-12-19,2016,1.385,4.156,316.66,949.979,note-documentaire/doc16-2595.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-2595.pdf,https://www.ccecrb.fgov.be/p/fr/359/interventions-de-l-employeur-dans-le-cout-des-deplacements-domicile-travail
excluded_quota,rapport,rapport,secteurs,La conjoncture économique dans le secteur de la distribution - Avril 2016,2016-11-23,2016,1.073,3.22,316.66,949.979,rapport/doc16-1387.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1387.pdf,https://www.ccecrb.fgov.be/p/fr/355/la-conjoncture-economique-dans-le-secteur-de-la-distribution-avril-2016
excluded_quota,avis,avis,conseil central de l’économie,"Avis sur le projet d'arrêté royal relatif à la dénomination, aux caractéristiques et à la teneur en soufre du pétrole lampant",2016-11-23,2016,0.175,0.526,316.66,949.979,avis/doc16-2485.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-2485.pdf,https://www.ccecrb.fgov.be/p/fr/385/avis-sur-le-projet-d-arrete-royal-relatif-a-la-denomination-aux-caracteristiques-et-a-la-teneur-en-soufre-du-petrole-lampant
excluded_quota,rapport,rapport,secteurs,La conjoncture dans le secteur de la construction - novembre 2016,2016-11-16,2016,0.687,2.061,316.66,949.979,rapport/doc16-2507.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-2507.pdf,https://www.ccecrb.fgov.be/p/fr/356/la-conjoncture-dans-le-secteur-de-la-construction-novembre-2016
excluded_quota,avis,avis,secteurs,Organisation d’une épreuve d’aptitude en vue de la nomination d'experts diamantaires,2016-10-26,2016,0.247,0.741,316.66,949.979,avis/doc16-2331.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-2331.pdf,https://www.ccecrb.fgov.be/p/fr/358/organisation-d-une-epreuve-d-aptitude-en-vue-de-la-nomination-d-experts-diamantaires
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Les difficultés d'appariement sur le marché du travail en Belgique et dans les trois régions : analyse à partir de fonctions critiques,2016-10-13,2016,0.626,1.878,316.66,949.979,note-documentaire/doc16-2308.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-2308.pdf,https://www.ccecrb.fgov.be/p/fr/357/les-difficultes-d-appariement-sur-le-marche-du-travail-en-belgique-et-dans-les-trois-regions-analyse-a-partir-de-fonctions-critiques
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Analyse de la distribution des revenus en Belgique - Partie 1 : situation générale et pistes de recherche,2016-09-26,2016,0.725,2.176,316.66,949.979,note-documentaire/doc16-1548.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1548.pdf,https://www.ccecrb.fgov.be/p/fr/354/analyse-de-la-distribution-des-revenus-en-belgique-partie-1-situation-generale-et-pistes-de-recherche
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Inventaire des secrétariats avec des informations et données disponibles pour calculer le coût actuel des déplacements domicile-travail en Belgique,2016-09-23,2016,5.002,15.007,316.66,949.979,note-documentaire/doc16-2150.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-2150.pdf,https://www.ccecrb.fgov.be/p/fr/351/inventaire-des-secretariats-avec-des-informations-et-donnees-disponibles-pour-calculer-le-cout-actuel-des-deplacements-domicile-travail-en-belgique
excluded_quota,avis,avis,conseil central de l’économie,Transposition de la directive concernant les informations non financières et les informations relatives à la diversité,2016-09-22,2016,0.281,0.843,316.66,949.979,avis/doc16-2140.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-2140.pdf,https://www.ccecrb.fgov.be/p/fr/350/transposition-de-la-directive-concernant-les-informations-non-financieres-et-les-informations-relatives-a-la-diversite
excluded_quota,avis,avis,conseil central de l’économie,Proposition de mesures fédérales de renforcement de l'économie circulaire,2016-09-22,2016,0.254,0.761,316.66,949.979,avis/doc16-2060.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-2060.pdf,https://www.ccecrb.fgov.be/p/fr/349/proposition-de-mesures-federales-de-renforcement-de-l-economie-circulaire
excluded_quota,rapport,rapport,conseil central de l’économie,Stratégie de relance – Introduction d’un engagement global des employeurs en matière de places de stage - Évaluation annuelle - année 2015,2016-09-21,2016,0.472,1.417,316.66,949.979,rapport/doc16-2041.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-2041.pdf,https://www.ccecrb.fgov.be/p/fr/352/strategie-de-relance-introduction-d-un-engagement-global-des-employeurs-en-matiere-de-places-de-stage-evaluation-annuelle-annee-2015
excluded_quota,avis,avis,conseil central de l’économie,"Huitième rapport bisannuel du Service de lutte contre la pauvreté, la précarité et l’exclusion sociale - Rapport 2014-2015",2016-09-21,2016,0.239,0.716,316.66,949.979,avis/doc16-2040.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-2040.pdf,https://www.ccecrb.fgov.be/p/fr/353/huitieme-rapport-bisannuel-du-service-de-lutte-contre-la-pauvrete-la-precarite-et-l-exclusion-sociale-rapport-2014-2015
excluded_quota,rapport,rapport,secteurs,L'évolution économique dans l'industrie du textile et de l'habillement - Printemps 2016,2016-08-08,2016,0.81,2.43,316.66,949.979,rapport/doc16-1657.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1657.pdf,https://www.ccecrb.fgov.be/p/fr/347/l-evolution-economique-dans-l-industrie-du-textile-et-de-l-habillement-printemps-2016
excluded_quota,rapport,rapport,secteurs,La conjoncture économique dans l'industrie alimentaire et le secteur des boissons - Mai 2016,2016-07-27,2016,1.862,5.585,316.66,949.979,rapport/doc16-1324.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1324.pdf,https://www.ccecrb.fgov.be/p/fr/346/la-conjoncture-economique-dans-l-industrie-alimentaire-et-le-secteur-des-boissons-mai-2016
excluded_quota,rapport,rapport,conseil central de l’économie,Evaluation des conventions de premier emploi,2016-07-19,2016,0.734,2.203,316.66,949.979,rapport/doc16-1670.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1670.pdf,https://www.ccecrb.fgov.be/p/fr/343/evaluation-des-conventions-de-premier-emploi
excluded_quota,avis,avis,conseil central de l’économie,Avis en prévision du diagnostic fédéral sur les déplacements domicile- travail 2017,2016-07-19,2016,0.236,0.708,316.66,949.979,avis/doc16-1680.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1680.pdf,https://www.ccecrb.fgov.be/p/fr/344/avis-en-prevision-du-diagnostic-federal-sur-les-deplacements-domicile-travail-2017
excluded_quota,avis,avis,conseil central de l’économie,Projet d’arrêté royal déterminant les conditions imposées aux vendeurs et utilisateurs de biocides destinés à la fumigation,2016-07-19,2016,0.222,0.665,316.66,949.979,avis/doc16-1567.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1567.pdf,https://www.ccecrb.fgov.be/p/fr/345/projet-d-arrete-royal-determinant-les-conditions-imposees-aux-vendeurs-et-utilisateurs-de-biocides-destines-a-la-fumigation
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Caractéristiques de la négociation salariale dans les pays de référence,2016-07-18,2016,0.814,2.442,316.66,949.979,note-documentaire/doc16-1620.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1620.pdf,https://www.ccecrb.fgov.be/p/fr/342/caracteristiques-de-la-negociation-salariale-dans-les-pays-de-reference
excluded_quota,avis,avis,secteurs,Diagnostic des investissements publics en Belgique,2016-07-12,2016,0.352,1.057,316.66,949.979,avis/doc16-1669.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1669.pdf,https://www.ccecrb.fgov.be/p/fr/348/diagnostic-des-investissements-publics-en-belgique
excluded_quota,rapport-externe,Rapport externe,conseil central de l’économie,Financement des entreprises de croissance en Belgique : un aperçu des sources de financement appropriés et des recommandations politiques,2016-06-02,2016,0.311,0.934,316.66,949.979,rapport-externe/2019-04-19-03-28-22_rapport_Laveren.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2019-04-19-03-28-22_rapport_Laveren.pdf,https://www.ccecrb.fgov.be/p/fr/636/financement-des-entreprises-de-croissance-en-belgique-un-apercu-des-sources-de-financement-appropries-et-des-recommandations-politiques
excluded_quota,rapport,rapport,secteurs,L'emploi dans l'industrie alimentaire - Mai 2016,2016-05-20,2016,0.772,2.317,316.66,949.979,rapport/doc16-1296.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1296.pdf,https://www.ccecrb.fgov.be/p/fr/341/l-emploi-dans-l-industrie-alimentaire-mai-2016
excluded_quota,avis,avis,concurrence,Actions en dommages et intérêts pour infractions au droit de la concurrence,2016-05-19,2016,0.326,0.979,316.66,949.979,avis/doc16-1150.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1150.pdf,https://www.ccecrb.fgov.be/p/fr/334/actions-en-dommages-et-interets-pour-infractions-au-droit-de-la-concurrence
excluded_quota,rapport,rapport,secteurs,L'emploi dans le secteur de la distribution - Avril 2016,2016-04-28,2016,0.819,2.456,316.66,949.979,rapport/doc16-1036.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1036.pdf,https://www.ccecrb.fgov.be/p/fr/340/l-emploi-dans-le-secteur-de-la-distribution-avril-2016
excluded_quota,avis,avis,conseil central de l’économie,Analyse d'impact de la réglementation et qualité de la réglementation,2016-04-27,2016,0.278,0.834,316.66,949.979,avis/doc16-940.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-940.pdf,https://www.ccecrb.fgov.be/p/fr/332/analyse-d-impact-de-la-reglementation-et-qualite-de-la-reglementation
excluded_quota,avis,avis,conseil central de l’économie,Programme national de réformes 2016 - Contribution du Conseil central de l’économie et du Conseil national du travail,2016-04-27,2016,0.315,0.944,316.66,949.979,avis/doc16-710.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-710.pdf,https://www.ccecrb.fgov.be/p/fr/331/programme-national-de-reformes-2016-contribution-du-conseil-central-de-l-economie-et-du-conseil-national-du-travail
excluded_quota,avis,avis,conseil central de l’économie,Avis relatif au projet d’arrêté royal modifiant l’arrêté royal du 19 mars 2013 pour parvenir à une utilisation des produits phytopharmaceutiques et adjuvants compatible avec le développement durable,2016-04-27,2016,0.232,0.697,316.66,949.979,avis/doc16-650.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-650.pdf,https://www.ccecrb.fgov.be/p/fr/333/avis-relatif-au-projet-d-arrete-royal-modifiant-l-arrete-royal-du-19-mars-2013-pour-parvenir-a-une-utilisation-des-produits-phytopharmaceutiques-et-adjuvants-compatible-avec-le-developpement-durable
excluded_quota,note-documentaire,note documentaire,secteurs,"L'économie durable : moteur de compétitivité dans l'industrie agro-alimentaire - Conclusions des études de cas : création de valeurs partagées chez Alpro, Belvas, Brouwerij Huyghe et Spadel",2016-04-26,2016,0.319,0.958,316.66,949.979,note-documentaire/doc16-912.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-912.pdf,https://www.ccecrb.fgov.be/p/fr/339/l-economie-durable-moteur-de-competitivite-dans-l-industrie-agro-alimentaire-conclusions-des-etudes-de-cas-creation-de-valeurs-partagees-chez-alpro-belvas-brouwerij-huyghe-et-spadel
excluded_quota,note-documentaire,note documentaire,secteurs,L'économie durable : moteur de compétitivité dans l'industrie agro-alimentaire - Étude de cas Spadel,2016-04-26,2016,0.678,2.034,316.66,949.979,note-documentaire/doc16-1217.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1217.pdf,https://www.ccecrb.fgov.be/p/fr/336/l-economie-durable-moteur-de-competitivite-dans-l-industrie-agro-alimentaire-etude-de-cas-spadel
excluded_quota,note-documentaire,note documentaire,secteurs,Duurzame economie als motor voor de competitiviteit in de voedingssector - Casestudie Brouwerij Huyghe,2016-04-26,2016,0.434,1.301,316.66,949.979,note-documentaire/doc16-1216.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1216.pdf,https://www.ccecrb.fgov.be/p/fr/337/duurzame-economie-als-motor-voor-de-competitiviteit-in-de-voedingssector-casestudie-brouwerij-huyghe
excluded_quota,note-documentaire,note documentaire,secteurs,L'économie durable: moteur de compétitivité dans l'industrie agro-alimentaire - Étude de cas Belvas,2016-04-26,2016,0.333,1.0,316.66,949.979,note-documentaire/doc16-1215.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1215.pdf,https://www.ccecrb.fgov.be/p/fr/335/l-economie-durable-moteur-de-competitivite-dans-l-industrie-agro-alimentaire-etude-de-cas-belvas
excluded_quota,note-documentaire,note documentaire,secteurs,L'économie durable : moteur de compétitivité dans l'industrie agro-alimentaire - Approche conceptuelle,2016-04-26,2016,0.352,1.057,316.66,949.979,note-documentaire/doc16-1214.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-1214.pdf,https://www.ccecrb.fgov.be/p/fr/338/l-economie-durable-moteur-de-competitivite-dans-l-industrie-agro-alimentaire-approche-conceptuelle
excluded_quota,rapport-externe,Rapport externe,conseil central de l’économie,Les entreprises de forte croissance en Belgique,2016-04-15,2016,0.919,2.758,316.66,949.979,rapport-externe/2019-04-19-03-32-16_rapport_Sleuwaegen.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2019-04-19-03-32-16_rapport_Sleuwaegen.pdf,https://www.ccecrb.fgov.be/p/fr/637/les-entreprises-de-forte-croissance-en-belgique
excluded_quota,rapport,rapport,secteurs,La conjoncture dans le secteur de la construction- avril 2016,2016-04-04,2016,0.524,1.573,316.66,949.979,rapport/doc16-790.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-790.pdf,https://www.ccecrb.fgov.be/p/fr/330/la-conjoncture-dans-le-secteur-de-la-construction-avril-2016
excluded_quota,avis,avis,secteurs,L’évolution économique dans l’industrie du textile et de l’habillement – automne 2015,2016-02-25,2016,0.714,2.142,316.66,949.979,avis/doc16-401.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-401.pdf,https://www.ccecrb.fgov.be/p/fr/328/l-evolution-economique-dans-l-industrie-du-textile-et-de-l-habillement-automne-2015
excluded_quota,avis,avis,conseil central de l’économie,Vers une économie circulaire belge créatrice d’emplois de qualité et de valeur ajoutée – focus sur le recyclage,2016-02-24,2016,0.454,1.361,316.66,949.979,avis/doc16-496.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-496.pdf,https://www.ccecrb.fgov.be/p/fr/326/vers-une-economie-circulaire-belge-creatrice-d-emplois-de-qualite-et-de-valeur-ajoutee-focus-sur-le-recyclage
excluded_quota,avis,avis,conseil central de l’économie,"L’intégration au sein du Conseil central de l’économie du Comité consultatif pour les télécommunications, du Comité consultatif pour les services postaux, de l’Observatoire des droits de l’Internet et de la Commission de la Sécurité des Cons",2016-02-24,2016,0.277,0.832,316.66,949.979,avis/doc16-470.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-470.pdf,https://www.ccecrb.fgov.be/p/fr/327/l-integration-au-sein-du-conseil-central-de-l-economie-du-comite-consultatif-pour-les-telecommunications-du-comite-consultatif-pour-les-services-postaux-de-l-observatoire-des-droits-de-l-internet-et-de-la-commission-de-la-securite-des-cons
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Études réalisées en 2015 par le secrétariat du CCE dans le cadre des travaux de la sous-commission « Rapport technique marge salariale » et conclusions des partenaires sociaux,2016-02-19,2016,0.11,0.33,316.66,949.979,note-documentaire/doc16-525.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-525.pdf,https://www.ccecrb.fgov.be/p/fr/325/etudes-realisees-en-2015-par-le-secretariat-du-cce-dans-le-cadre-des-travaux-de-la-sous-commission-rapport-technique-marge-salariale-et-conclusions-des-partenaires-sociaux
excluded_quota,avis,avis,concurrence,L'application efficace des règles de l'UE par les autorités nationales de concurrence,2016-02-05,2016,0.162,0.487,316.66,949.979,avis/doc16-290.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-290.pdf,https://www.ccecrb.fgov.be/p/fr/316/l-application-efficace-des-regles-de-l-ue-par-les-autorites-nationales-de-concurrence
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Belgium 2.0,2016-02-03,2016,0.709,2.127,316.66,949.979,note-documentaire/doc16-523.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-523.pdf,https://www.ccecrb.fgov.be/p/fr/324/belgium-2-0
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Werkloosheidsverzekering,2016-02-03,2016,0.156,0.469,316.66,949.979,note-documentaire/doc16-521.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-521.pdf,https://www.ccecrb.fgov.be/p/fr/323/werkloosheidsverzekering
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,(Para)fiscalité 2015,2016-02-03,2016,0.399,1.197,316.66,949.979,note-documentaire/doc16-519.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-519.pdf,https://www.ccecrb.fgov.be/p/fr/322/-para-fiscalite-2015
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Consolidation budgétaire,2016-02-03,2016,0.199,0.597,316.66,949.979,note-documentaire/doc16-515.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-515.pdf,https://www.ccecrb.fgov.be/p/fr/321/consolidation-budgetaire
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Ontwikkeling van de koopkracht van de particulieren,2016-02-03,2016,0.229,0.688,316.66,949.979,note-documentaire/doc16-513.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-513.pdf,https://www.ccecrb.fgov.be/p/fr/320/ontwikkeling-van-de-koopkracht-van-de-particulieren
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Taux d'emploi et évolution structurelle de l'emploi,2016-02-03,2016,0.195,0.584,316.66,949.979,note-documentaire/doc16-511.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-511.pdf,https://www.ccecrb.fgov.be/p/fr/319/taux-d-emploi-et-evolution-structurelle-de-l-emploi
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,Contexte macroéconomique,2016-02-03,2016,0.192,0.577,316.66,949.979,note-documentaire/doc16-509.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-509.pdf,https://www.ccecrb.fgov.be/p/fr/318/contexte-macroeconomique
excluded_quota,rapport,rapport,conseil central de l’économie,Rapport technique sur les marges maximales disponibles pour l'évolution du coût salarial,2016-02-01,2016,0.454,1.362,316.66,949.979,rapport/doc16-245.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-245.pdf,https://www.ccecrb.fgov.be/p/fr/317/rapport-technique-sur-les-marges-maximales-disponibles-pour-l-evolution-du-cout-salarial
excluded_quota,rapport,rapport,secteurs,"La conjoncture économique dans l’industrie chimique, des sciences de la vie et de la transformation des matières plastiques et du caoutchouc - Janvier 2016",2016-01-26,2016,1.384,4.152,316.66,949.979,rapport/doc16-712.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-712.pdf,https://www.ccecrb.fgov.be/p/fr/329/la-conjoncture-economique-dans-l-industrie-chimique-des-sciences-de-la-vie-et-de-la-transformation-des-matieres-plastiques-et-du-caoutchouc-janvier-2016
excluded_quota,avis,avis,conseil central de l’économie,L'avant-projet du plan d'action national Entreprises et Droits de l'Homme,2016-01-26,2016,0.237,0.71,316.66,949.979,avis/doc16-187.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-187.pdf,https://www.ccecrb.fgov.be/p/fr/315/l-avant-projet-du-plan-d-action-national-entreprises-et-droits-de-l-homme
excluded_quota,avis,avis,conseil central de l’économie,Les plans de la SNCB concernant les tarifs différenciés aux heures de pointe et aux heures creuses : les interlocuteurs sociaux expliquent leurs positions communes,2016-01-26,2016,0.155,0.464,316.66,949.979,avis/doc16-186.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/fr/doc16-186.pdf,https://www.ccecrb.fgov.be/p/fr/314/les-plans-de-la-sncb-concernant-les-tarifs-differencies-aux-heures-de-pointe-et-aux-heures-creuses-les-interlocuteurs-sociaux-expliquent-leurs-positions-communes
